5510,0.0088246
5520,0.016813
5530,0.024507
5540,0.032452
5550,0.04119
5560,0.051268
5570,0.06323
5580,0.077623
5590,0.094992
5600,0.11589
5610,0.14084
5620,0.1704
5630,0.20509
5640,0.24545
5650,0.29201
5660,0.34496
5670,0.40306
5680,0.46475
5690,0.52845
5700,0.59258
5710,0.65545
5720,0.71503
5730,0.76916
5740,0.81568
5750,0.85244
5760,0.87808
5770,0.89447
5780,0.90424
5790,0.91006
5800,0.91459
5810,0.92057
5820,0.92771
5830,0.93581
5840,0.94467
5850,0.95406
5860,0.96372
5870,0.97316
5880,0.98186
5890,0.98926
5900,0.99483
5910,0.99819
5920,0.99973
5930,    1
5940,0.99956
5950,0.99896
5960,0.99865
5970,0.99858
5980,0.99858
5990,0.99847
6000,0.99809
6010,0.99777
6020,0.99707
6030,0.99606
6040,0.99483
6050,0.99344
6060,0.99196
6070,0.99041
6080,0.98883
6090,0.98723
6100,0.98564
6110,0.98381
6120,0.98204
6130,0.98036
6140,0.97879
6150,0.97737
6160,0.9761
6170,0.97486
6180,0.97353
6190,0.97196
6200,0.97002
6210,0.96714
6220,0.96393
6230,0.96056
6240,0.9572
6250,0.95403
6260,0.95116
6270,0.94849
6280,0.94585
6290,0.94308
6300,0.94001
6310,0.93653
6320,0.93273
6330,0.92874
6340,0.9247
6350,0.92074
6360,0.91697
6370,0.91333
6380,0.90975
6390,0.90613
6400,0.9024
6410,0.89848
6420,0.89436
6430,0.89004
6440,0.88554
6450,0.88084
6460,0.87597
6470,0.87099
6480,0.86596
6490,0.86095
6500,0.85603
6510,0.85099
6520,0.84608
6530,0.84127
6540,0.83654
6550,0.83185
6560,0.82716
6570,0.82238
6580,0.81742
6590,0.81218
6600,0.80657
6610,0.80052
6620,0.79417
6630,0.78768
6640,0.78122
6650,0.77496
6660,0.769
6670,0.76324
6680,0.7575
6690,0.7516
6700,0.74538
6710,0.73872
6720,0.73178
6730,0.72479
6740,0.71797
6750,0.71155
6760,0.70568
6770,0.7002
6780,0.69491
6790,0.68956
6800,0.68394
6810,0.67789
6820,0.67151
6830,0.65672
6840,0.6422
6850,0.62811
6860,0.61457
6870,0.60149
6880,0.58879
6890,0.588
6900,0.58711
6910,0.58606
6920,0.58484
6930,0.58347
6940,0.58199
6950,0.58043
6960,0.57879
6970,0.57708
6980,0.57526
6990,0.56916
7000,0.56297
7010,0.55655
7020,0.55006
7030,0.54358
7040,0.53715
7050,0.53082
7060,0.52462
7070,0.51855
7080,0.51256
7090,0.50662
7100,0.50071
7110,0.49478
7120,0.48888
7130,0.48302
7140,0.47725
7150,0.46183
7160,0.44698
7170,0.43264
7180,0.41875
7190,0.41757
7200,0.41629
7210,0.41489
7220,0.41339
7230,0.40855
7240,0.40379
7250,0.39916
7260,0.39469
7270,0.39033
7280,0.38599
7290,0.38157
7300,0.37701
7310,0.37541
7320,0.37361
7330,0.37169
7340,0.36975
7350,0.36451
7360,0.35948
7370,0.35451
7380,0.34971
7390,0.34502
7400,0.34042
7410,0.33586
7420,0.33136
7430,0.32692
7440,0.32256
7450,0.31829
7460,0.31412
7470,0.30999
7480,0.30583
7490,0.3016
7500,0.29721
7510,0.29264
7520,0.28795
7530,0.28321
7540,0.27853
7550,0.27399
7560,0.26964
7570,0.26547
7580,0.25447
7590,0.22643
7600,0.14956
7610,0.12293
7620,0.16806
7630,0.15211
7640,0.15537
7650,0.17421
7660,0.19472
7670,0.20722
7680,0.22534
7690,0.22193
7700,0.21853
7710,0.21497
7720,0.21148
7730,0.20806
7740,0.20475
7750,0.20156
7760,0.19852
7770,0.19556
7780,0.19265
7790,0.18972
7800,0.18672
7810,0.1836
7820,0.18041
7830,0.17717
7840,0.17395
7850,0.17079
7860,0.16773
7870,0.1648
7880,0.16202
7890,0.15941
7900,0.15699
7910,0.15475
7920,0.1526
7930,0.15039
7940,0.14799
7950,0.14527
7960,0.14216
7970,0.13879
7980,0.13539
7990,0.13215
8000,0.12928
8010,0.12693
8020,0.12497
8030,0.12324
8040,0.12154
8050,0.11969
8060,0.11757
8070,0.11523
8080,0.11278
8090,0.11032
8100,0.10796
8110,0.10452
8120,0.10131
8130,0.09829
8140,0.095408
8150,0.093742
8160,0.092092
8170,0.090451
8180,0.08882
8190,0.0872
8200,0.085591
8210,0.083991
8220,0.08239
8230,0.080773
8240,0.079128
8250,0.077439
8260,0.075697
8270,0.073904
8280,0.072065
8290,0.070185
8300,0.068269
8310,0.067003
8320,0.065717
8330,0.064452
8340,0.063254
8350,0.062169
8360,0.060609
8370,0.059162
8380,0.057745
8390,0.056278
8400,0.054681
8410,0.052891
8420,0.050909
8430,0.048751
8440,0.046434
8450,0.043975
8460,0.041398
8470,0.038761
8480,0.036125
8490,0.033555
8500,0.031115
8510,0.028846
8520,0.026706
8530,0.024627
8540,0.022544
8550,0.020393
8560,0.018133
8570,0.015834
8580,0.013592
8590,0.011503
